date,rate,volume,cap,liquidity
2022-05-14 15:00:00,0.49734507140849066,685697233,15947997455,44465842
2022-05-14 16:00:00,0.49527783399242586,665837017,15881708878,48329929
2022-05-14 17:00:00,0.5170388376667668,692848659,16579502927,40889179
2022-05-14 18:00:00,0.51926274086648,686134284,16650815190,47048002
2022-05-14 19:00:00,0.5175190296273884,673873364,16594900888,45129053
2022-05-14 20:00:00,0.5151609930890624,657191781,16519287470,47108159
2022-05-14 21:00:00,0.5192305877733002,648971875,16649784160,48699214
2022-05-14 22:00:00,0.5302943834023434,661304922,17004558732,44458158
2022-05-14 23:00:00,0.5354491220071866,664860430,17169851931,36824971
2022-05-15 00:00:00,0.5385750103756585,658810731,17270087487,42326448
2022-05-15 01:00:00,0.529986145244712,634560434,16994674686,42357133
2022-05-15 02:00:00,0.5281430572558136,621299651,16935573744,43550314
2022-05-15 03:00:00,0.5215143187479907,597172614,16723014877,49809237
2022-05-15 04:00:00,0.5211293833743099,589899324,16710671438,49363940
2022-05-15 05:00:00,0.5207772964470664,577415648,16699381326,49959661
2022-05-15 06:00:00,0.5306414563516157,580494930,17015688064,45792071
2022-05-15 07:00:00,0.5378214312858361,589033408,17245923023,40391628
2022-05-15 08:00:00,0.5364272787348051,594635299,17201217761,47741637
2022-05-15 09:00:00,0.5339475419165439,588020836,17121701871,46994518
2022-05-15 10:00:00,0.5457453685195524,596966886,17500014072,47005889
2022-05-15 11:00:00,0.5463353428029073,573938741,17518932342,48346039
2022-05-15 12:00:00,0.5598330792353138,568546741,17951754297,46473291
2022-05-15 13:00:00,0.5573446336409631,574142507,17871959148,50007112
2022-05-15 14:00:00,0.5525650683729205,556080138,17718696355,51497567
2022-05-15 15:00:00,0.5516507918557265,555547001,17689378925,47327533
2022-05-15 16:00:00,0.5471923269318547,552496537,17546412619,46899387
2022-05-15 17:00:00,0.5577131539721217,539009082,17883776218,48713905
2022-05-15 18:00:00,0.55552417756129,527683103,17813583926,49406415
2022-05-15 19:00:00,0.5735402662347336,540008495,18391292549,44820525
2022-05-15 20:00:00,0.5791282141074001,550405804,18570477151,47902854
2022-05-15 21:00:00,0.5889474289916977,593505636,18885342669,47255495
2022-05-15 22:00:00,0.5829620374547706,596660583,18693413535,48106545
2022-05-15 23:00:00,0.5951723592221522,618636853,19084952914,51324755
2022-05-16 00:00:00,0.5985007701554236,622375501,19191682612,50504002
2022-05-16 01:00:00,0.6021867787691846,637683961,19309879131,45145432
2022-05-16 02:00:00,0.5864636487804217,653528348,18805697122,51648869
2022-05-16 03:00:00,0.593230005251114,678632485,19022668883,53813102
2022-05-16 04:00:00,0.579258967566232,675546478,18574669925,52621512
2022-05-16 05:00:00,0.5757086722484868,683113717,18460825225,52070546
2022-05-16 06:00:00,0.571980047227443,681477555,18341262157,53079526
2022-05-16 07:00:00,0.5588517451141701,691729644,17920286580,49438629
2022-05-16 08:00:00,0.5613739024233205,700703897,18001162737,48478032
2022-05-16 09:00:00,0.5673188997069297,712260771,18191796579,47576369
2022-05-16 10:00:00,0.561289059101114,707470880,17998442129,46373794
2022-05-16 11:00:00,0.5757392113498283,745390178,18461804500,45216978
2022-05-16 12:00:00,0.5676328002357955,724865527,18201862195,44402545
2022-05-16 13:00:00,0.5686598244142517,729974792,18234795022,42822692
2022-05-16 14:00:00,0.5627645192999701,723500797,18045754623,38484731
2022-05-16 15:00:00,0.5593975976490286,724509288,17937790030,37963665
2022-05-16 16:00:00,0.5556009184449214,750245006,17816044719,49619175
2022-05-16 17:00:00,0.5494948751187075,755970899,17620246733,49645590
2022-05-16 18:00:00,0.561197664308686,776070217,17995511440,49821290
2022-05-16 19:00:00,0.5676286400045132,779755528,18201728792,52382713
2022-05-16 20:00:00,0.5575843336980086,765448836,17879645433,48839761
2022-05-16 21:00:00,0.5622278542277677,741744504,18028545780,51903602
2022-05-16 22:00:00,0.567900796835138,739203362,18210455845,48392515
2022-05-16 23:00:00,0.563411407361592,723407112,18066497905,50053559
2022-05-17 00:00:00,0.5571796981577813,711528882,17866670284,45264381
2022-05-17 01:00:00,0.5641424941172651,711039772,18089941124,46688825
2022-05-17 02:00:00,0.5618933985605966,677437032,18017821037,44623150
2022-05-17 03:00:00,0.5629782738094464,653744364,18052608931,48993715
2022-05-17 04:00:00,0.5694392818608598,648327610,18259789309,51927942
2022-05-17 05:00:00,0.5730637049527002,638581334,18376011010,44197182
2022-05-17 06:00:00,0.577383738061404,643407089,18514538324,47841023
2022-05-17 07:00:00,0.5810762132927305,616262564,18632942203,47185316
2022-05-17 08:00:00,0.5768031852031882,602811761,18495922164,51433639
2022-05-17 09:00:00,0.5794815871791376,599050320,18581808504,49529368
